floor_spikes_anim_f0 21 17 0 0
floor_1 21 18 0 0
floor_1 21 19 0 0
floor_1 21 20 0 0
wall_mid 21 21 0 0
wall_mid 22 9 0 0
floor_1 22 10 0 0
coin_anim_f0 22 10 0 0
floor_1 22 11 0 0
floor_1 22 12 0 0
floor_1 22 13 0 0
floor_1 22 14 0 0
wall_mid 22 14 0 0
floor_1 22 15 0 0
wall_mid 22 15 0 0
floor_1 22 16 0 0
wall_mid 22 16 0 0
floor_1 22 17 0 0
floor_1 22 18 0 0
floor_1 22 19 0 0
floor_1 22 20 0 0
coin_anim_f0 22 20 0 0
wall_mid 22 21 0 0
wall_mid 23 9 0 0
floor_1 23 10 0 0
floor_1 23 11 0 0
floor_1 23 12 0 0
floor_1 23 13 0 0
floor_spikes_anim_f0 23 13 0 0
floor_1 23 14 0 0
floor_1 23 15 0 0
floor_1 23 16 0 0
floor_1 23 17 0 0
floor_spikes_anim_f0 23 17 0 0
floor_1 23 18 0 0
floor_1 23 19 0 0
floor_1 23 20 0 0
wall_mid 23 21 0 0
wall_mid 24 9 0 0
wall_mid 24 10 0 0
wall_mid 24 11 0 0
floor_1 24 12 0 0
floor_spikes_anim_f0 24 12 0 0
floor_1 24 13 0 0
floor_1 24 14 0 0
floor_1 24 15 0 0
floor_1 24 16 0 0
floor_1 24 17 0 0
floor_1 24 18 0 0
floor_spikes_anim_f0 24 18 0 0
wall_mid 24 19 0 0
wall_mid 24 20 0 0
wall_mid 24 21 0 0
wall_mid 25 11 0 0
floor_1 25 12 0 0
floor_1 25 13 0 0
floor_1 25 14 0 0
floor_1 25 15 0 0
floor_1 25 16 0 0
floor_1 25 17 0 0
floor_1 25 18 0 0
wall_mid 25 19 0 0
wall_mid 26 11 0 0
floor_1 26 12 0 0
floor_1 26 13 0 0
floor_1 26 14 0 0
wall_mid 26 14 0 0
floor_1 26 15 0 0
wall_mid 26 15 0 0
floor_1 26 16 0 0
wall_mid 26 16 0 0
floor_1 26 17 0 0
floor_1 26 18 0 0
wall_mid 26 19 0 0
wall_mid 27 11 0 0
floor_1 27 12 0 0
floor_1 27 13 0 0
floor_1 27 14 0 0
floor_1 27 15 0 0
floor_1 27 16 0 0
floor_1 27 17 0 0
floor_1 27 18 0 0
wall_mid 27 19 0 0
wall_mid 28 11 0 0
floor_1 28 12 0 0
floor_1 28 13 0 0
floor_1 28 14 0 0
floor_1 28 15 0 0
floor_1 28 16 0 0
floor_1 28 17 0 0
floor_1 28 18 0 0
wall_mid 28 19 0 0
wall_mid 29 11 0 0
floor_1 29 12 0 0
floor_1 29 13 0 0
floor_1 29 14 0 0
floor_1 29 15 0 0
floor_1 29 16 0 0
floor_1 29 17 0 0
floor_1 29 18 0 0
wall_mid 29 19 0 0
wall_mid 30 11 0 0
floor_1 30 12 0 0
floor_1 30 13 0 0
floor_1 30 14 0 0
floor_1 30 15 0 0
floor_ladder 30 15 0 0
floor_1 30 16 0 0
floor_1 30 17 0 0
floor_1 30 18 0 0
wall_mid 30 19 0 0
wall_mid 31 11 0 0
floor_1 31 12 0 0
floor_1 31 13 0 0
floor_1 31 14 0 0
floor_1 31 15 0 0
floor_1 31 16 0 0
floor_1 31 17 0 0
floor_1 31 18 0 0
wall_mid 31 19 0 0
wall_mid 32 11 0 0
floor_1 32 12 0 0
floor_1 32 13 0 0
floor_1 32 14 0 0
floor_1 32 15 0 0
floor_1 32 16 0 0
floor_1 32 17 0 0
floor_1 32 18 0 0
wall_mid 32 19 0 0
wall_mid 33 11 0 0
wall_mid 33 12 0 0
wall_mid 33 13 0 0
wall_mid 33 14 0 0
wall_mid 33 15 0 0
wall_mid 33 16 0 0
wall_mid 33 17 0 0
wall_mid 33 18 0 0
wall_mid 33 19 0 0
